subject,course_id,course_display,description,course_url
MAT,005202,MAT 114 - Quantitative Reasoning,,https://catalog.nau.edu/Courses/course?courseId=005202&term=1261
MAT,005203,MAT 119 - Finite Mathematics,,https://catalog.nau.edu/Courses/course?courseId=005203&term=1261
MAT,012074,MAT 121 - Finite Mathematics With Calculus,,https://catalog.nau.edu/Courses/course?courseId=012074&term=1261
MAT,009722,MAT 123 - First Year Seminar,,https://catalog.nau.edu/Courses/course?courseId=009722&term=1261
MAT,005205,MAT 125 - Precalculus Mathematics,,https://catalog.nau.edu/Courses/course?courseId=005205&term=1261
MAT,005206,MAT 125H - Precalculus Mathematics - Honors,,https://catalog.nau.edu/Courses/course?courseId=005206&term=1261
MAT,005209,MAT 131 - Topics In Calculus,,https://catalog.nau.edu/Courses/course?courseId=005209&term=1261
MAT,005211,MAT 136 - Calculus I,,https://catalog.nau.edu/Courses/course?courseId=005211&term=1261
MAT,005212,MAT 136H - Calculus I - Honors,,https://catalog.nau.edu/Courses/course?courseId=005212&term=1261
MAT,005213,MAT 137 - Calculus II,,https://catalog.nau.edu/Courses/course?courseId=005213&term=1261
MAT,005214,MAT 150 - Principles Of Mathematics I,,https://catalog.nau.edu/Courses/course?courseId=005214&term=1261
MAT,005216,MAT 155 - Principles Of Mathematics II,,https://catalog.nau.edu/Courses/course?courseId=005216&term=1261
MAT,005219,MAT 199 - Special Topics,,https://catalog.nau.edu/Courses/course?courseId=005219&term=1261
MAT,012679,MAT 216 - Introduction To Matrix Algebra,,https://catalog.nau.edu/Courses/course?courseId=012679&term=1261
MAT,005221,MAT 226 - Discrete Mathematics,,https://catalog.nau.edu/Courses/course?courseId=005221&term=1261
MAT,011529,MAT 232 - Introduction To Mathematical Reasoning,,https://catalog.nau.edu/Courses/course?courseId=011529&term=1261
MAT,005223,MAT 238 - Calculus III,,https://catalog.nau.edu/Courses/course?courseId=005223&term=1261
MAT,005224,MAT 239 - Differential Equations,,https://catalog.nau.edu/Courses/course?courseId=005224&term=1261
MAT,010360,"MAT 285 - Functions, Algebra, And Applications",,https://catalog.nau.edu/Courses/course?courseId=010360&term=1261
MAT,009523,MAT 299 - Special Topics,,https://catalog.nau.edu/Courses/course?courseId=009523&term=1261
MAT,005229,MAT 316 - Introduction To Linear Algebra,,https://catalog.nau.edu/Courses/course?courseId=005229&term=1261
MAT,013256,MAT 316H - Introduction To Linear Algebra - Honors,,https://catalog.nau.edu/Courses/course?courseId=013256&term=1261
MAT,005230,MAT 318 - Elementary Number Theory,,https://catalog.nau.edu/Courses/course?courseId=005230&term=1261
MAT,010609,MAT 318H - Elementary Number Theory - Honors,,https://catalog.nau.edu/Courses/course?courseId=010609&term=1261
MAT,005232,MAT 320 - Foundations Of Mathematics,,https://catalog.nau.edu/Courses/course?courseId=005232&term=1261
